id,name,market_hash_name
39,AK-47 | Redline (Factory New),G1807209A023004
1689,StatTrak™ P90 | Death Grip (Battle-Scarred),G1813209D053004
1690,StatTrak™ P90 | Emerald Dragon (Factory New),G181320B6013004
1691,StatTrak™ P90 | Emerald Dragon (Minimal Wear),G181320B6013004
1692,StatTrak™ P90 | Emerald Dragon (Field-Tested),G181320B6013004
1693,StatTrak™ P90 | Emerald Dragon (Well-Worn),G181320B6013004
1694,StatTrak™ P90 | Emerald Dragon (Battle-Scarred),G181320B6013004
1695,StatTrak™ P90 | Nostalgia (Factory New),G1813208F073004
1696,StatTrak™ P90 | Nostalgia (Minimal Wear),G1813208F073004
1697,StatTrak™ P90 | Nostalgia (Field-Tested),G1813208F073004
1698,StatTrak™ P90 | Nostalgia (Well-Worn),G1813208F073004
1699,StatTrak™ P90 | Nostalgia (Battle-Scarred),G1813208F073004
1700,Five-SeveN | Fall Hazard (Factory New),G180320BA083004
1701,Five-SeveN | Fall Hazard (Minimal Wear),G180320BA083004
1702,Five-SeveN | Fall Hazard (Field-Tested),G180320BA083004
1703,Five-SeveN | Fall Hazard (Well-Worn),G180320BA083004
1704,Five-SeveN | Fall Hazard (Battle-Scarred),G180320BA083004
1705,AUG | Amber Slipstream (Factory New),G180820C4053004
1706,AUG | Amber Slipstream (Minimal Wear),G180820C4053004
1707,AUG | Amber Slipstream (Field-Tested),G180820C4053004
1708,AUG | Amber Slipstream (Well-Worn),G180820C4053004
1709,AUG | Amber Slipstream (Battle-Scarred),G180820C4053004
1710,StatTrak™ MAC-10 | Saibā Oni (Factory New),G1811207E3004
1711,StatTrak™ MAC-10 | Saibā Oni (Minimal Wear),G1811207E3004
1712,StatTrak™ MAC-10 | Saibā Oni (Field-Tested),G1811207E3004
1713,StatTrak™ MAC-10 | Saibā Oni (Well-Worn),G1811207E3004
1714,StatTrak™ MAC-10 | Saibā Oni (Battle-Scarred),G1811207E3004
1715,AUG | Arctic Wolf (Factory New),G180820F6063004
1716,AUG | Arctic Wolf (Minimal Wear),G180820F6063004
1717,AUG | Arctic Wolf (Field-Tested),G180820F6063004
1718,AUG | Arctic Wolf (Well-Worn),G180820F6063004
1719,AUG | Arctic Wolf (Battle-Scarred),G180820F6063004
1720,AUG | Stymphalian (Factory New),G180820B2053004
1721,AUG | Stymphalian (Minimal Wear),G180820B2053004
1722,AUG | Stymphalian (Field-Tested),G180820B2053004
1723,AUG | Stymphalian (Well-Worn),G180820B2053004
1724,AUG | Stymphalian (Battle-Scarred),G180820B2053004
1725,AUG | Torque (Factory New),G180820B1023004
1726,AUG | Torque (Minimal Wear),G180820B1023004
1727,AUG | Torque (Field-Tested),G180820B1023004
1728,AUG | Torque (Well-Worn),G180820B1023004
1729,AUG | Torque (Battle-Scarred),G180820B1023004
1730,AWP | Fade (Factory New),G18092082083004
1731,AWP | Fade (Minimal Wear),G18092082083004
1732,AWP | Fade (Field-Tested),G18092082083004
1733,AWP | Fade (Well-Worn),G18092082083004
1734,AWP | Fade (Battle-Scarred),G18092082083004
1735,Dual Berettas | Contractor (Factory New),G1802202E3004
1736,Dual Berettas | Contractor (Minimal Wear),G1802202E3004
1737,Dual Berettas | Contractor (Field-Tested),G1802202E3004
1738,Dual Berettas | Contractor (Well-Worn),G1802202E3004
1739,Dual Berettas | Contractor (Battle-Scarred),G1802202E3004
1740,AUG | Triqua (Factory New),G180820A2053004
1741,AUG | Triqua (Minimal Wear),G180820A2053004
1742,AUG | Triqua (Field-Tested),G180820A2053004
1743,AUG | Triqua (Well-Worn),G180820A2053004
1744,AUG | Triqua (Battle-Scarred),G180820A2053004
1745,AK-47 | Safari Mesh (Factory New),G180720483004
1746,AK-47 | Safari Mesh (Minimal Wear),G180720483004
1747,AK-47 | Safari Mesh (Field-Tested),G180720483004
1748,AK-47 | Safari Mesh (Well-Worn),G180720483004
1749,AK-47 | Safari Mesh (Battle-Scarred),G180720483004
1750,AUG | Sweeper (Factory New),G1808209A063004
1751,AUG | Sweeper (Minimal Wear),G1808209A063004
1752,AUG | Sweeper (Field-Tested),G1808209A063004
1753,AUG | Sweeper (Well-Worn),G1808209A063004
1754,AUG | Sweeper (Battle-Scarred),G1808209A063004
1755,AWP | Wildfire (Factory New),G18092095073004
1756,AWP | Wildfire (Minimal Wear),G18092095073004
1757,AWP | Wildfire (Field-Tested),G18092095073004
1758,AWP | Wildfire (Well-Worn),G18092095073004
1759,AWP | Wildfire (Battle-Scarred),G18092095073004
1760,CZ75-Auto | Circaetus (Factory New),G183F208C083004
1761,CZ75-Auto | Circaetus (Minimal Wear),G183F208C083004
1762,CZ75-Auto | Circaetus (Field-Tested),G183F208C083004
1763,CZ75-Auto | Circaetus (Well-Worn),G183F208C083004
1764,CZ75-Auto | Circaetus (Battle-Scarred),G183F208C083004
1765,CZ75-Auto | Jungle Dashed (Factory New),G183F2093013004
1766,CZ75-Auto | Jungle Dashed (Minimal Wear),G183F2093013004
1767,CZ75-Auto | Jungle Dashed (Field-Tested),G183F2093013004
1768,CZ75-Auto | Jungle Dashed (Well-Worn),G183F2093013004
1769,CZ75-Auto | Jungle Dashed (Battle-Scarred),G183F2093013004
1770,Desert Eagle | Crimson Web (Factory New),G180120E8013004
1771,Desert Eagle | Crimson Web (Minimal Wear),G180120E8013004
1772,Desert Eagle | Crimson Web (Field-Tested),G180120E8013004
1773,Desert Eagle | Crimson Web (Well-Worn),G180120E8013004
1774,Desert Eagle | Crimson Web (Battle-Scarred),G180120E8013004
1775,CZ75-Auto | Tacticat (Factory New),G183F20AF053004
1776,CZ75-Auto | Tacticat (Minimal Wear),G183F20AF053004
1777,CZ75-Auto | Tacticat (Field-Tested),G183F20AF053004
1778,CZ75-Auto | Tacticat (Well-Worn),G183F20AF053004
1779,CZ75-Auto | Tacticat (Battle-Scarred),G183F20AF053004
1780,Dual Berettas | Demolition (Factory New),G18022099013004
1781,Dual Berettas | Demolition (Minimal Wear),G18022099013004
1782,Dual Berettas | Demolition (Field-Tested),G18022099013004
1783,Dual Berettas | Demolition (Well-Worn),G18022099013004
1784,Dual Berettas | Demolition (Battle-Scarred),G18022099013004
1785,AUG | Fleet Flock (Factory New),G1808209D043004
1786,AUG | Fleet Flock (Minimal Wear),G1808209D043004
1787,AUG | Fleet Flock (Field-Tested),G1808209D043004
1788,AUG | Fleet Flock (Well-Worn),G1808209D043004
1789,AUG | Fleet Flock (Battle-Scarred),G1808209D043004
1790,Desert Eagle | Mecha Industries (Factory New),G180120A5063004
1791,Desert Eagle | Mecha Industries (Minimal Wear),G180120A5063004
1792,Desert Eagle | Mecha Industries (Field-Tested),G180120A5063004
1793,Desert Eagle | Mecha Industries (Well-Worn),G180120A5063004
1794,Desert Eagle | Mecha Industries (Battle-Scarred),G180120A5063004
1795,Dual Berettas | Pyre (Factory New),G180220DC063004
1796,Dual Berettas | Pyre (Minimal Wear),G180220DC063004
1797,Dual Berettas | Pyre (Field-Tested),G180220DC063004
1798,Dual Berettas | Pyre (Well-Worn),G180220DC063004
1799,Dual Berettas | Pyre (Battle-Scarred),G180220DC063004
1800,Dual Berettas | Urban Shock (Factory New),G1802208C033004
1801,Dual Berettas | Urban Shock (Minimal Wear),G1802208C033004
1802,Dual Berettas | Urban Shock (Field-Tested),G1802208C033004
1803,Dual Berettas | Urban Shock (Well-Worn),G1802208C033004
1804,Dual Berettas | Urban Shock (Battle-Scarred),G1802208C033004
1805,FAMAS | Djinn (Factory New),G180A20AD033004
1806,FAMAS | Djinn (Minimal Wear),G180A20AD033004
1807,FAMAS | Djinn (Field-Tested),G180A20AD033004
1808,FAMAS | Djinn (Well-Worn),G180A20AD033004
1809,FAMAS | Djinn (Battle-Scarred),G180A20AD033004
1810,Dual Berettas | Colony (Factory New),G1802202F3004
1811,Dual Berettas | Colony (Minimal Wear),G1802202F3004
1812,Dual Berettas | Colony (Field-Tested),G1802202F3004
1813,Dual Berettas | Colony (Well-Worn),G1802202F3004
1814,Dual Berettas | Colony (Battle-Scarred),G1802202F3004
1815,StatTrak™ P90 | Trigon (Factory New),G1813209B023004
1816,StatTrak™ P90 | Trigon (Minimal Wear),G1813209B023004
1817,StatTrak™ P90 | Trigon (Field-Tested),G1813209B023004
1818,StatTrak™ P90 | Trigon (Well-Worn),G1813209B023004
1819,StatTrak™ P90 | Trigon (Battle-Scarred),G1813209B023004
1820,AUG | Random Access (Factory New),G1808208B063004
1821,AUG | Random Access (Minimal Wear),G1808208B063004
1822,AUG | Random Access (Field-Tested),G1808208B063004
1823,AUG | Random Access (Well-Worn),G1808208B063004
1824,AUG | Random Access (Battle-Scarred),G1808208B063004
1825,AUG | Storm (Factory New),G180820643004
1826,AUG | Storm (Minimal Wear),G180820643004
1827,AUG | Storm (Field-Tested),G180820643004
1828,AUG | Storm (Well-Worn),G180820643004
1829,AUG | Storm (Battle-Scarred),G180820643004
1830,AUG | Surveillance (Factory New),G180820E3073004
1831,AUG | Surveillance (Minimal Wear),G180820E3073004
1832,AUG | Surveillance (Field-Tested),G180820E3073004
1833,AUG | Surveillance (Well-Worn),G180820E3073004
1834,AUG | Surveillance (Battle-Scarred),G180820E3073004
1835,AUG | Contractor (Factory New),G1808202E3004
1836,AUG | Contractor (Minimal Wear),G1808202E3004
1837,AUG | Contractor (Field-Tested),G1808202E3004
1838,AUG | Contractor (Well-Worn),G1808202E3004
1839,AUG | Contractor (Battle-Scarred),G1808202E3004
1840,AWP | Corticera (Factory New),G180920B5013004
1841,AWP | Corticera (Minimal Wear),G180920B5013004
1842,AWP | Corticera (Field-Tested),G180920B5013004
1843,AWP | Corticera (Well-Worn),G180920B5013004
1844,AWP | Corticera (Battle-Scarred),G180920B5013004
1845,AWP | Elite Build (Factory New),G1809208D043004
1846,AWP | Elite Build (Minimal Wear),G1809208D043004
1847,AWP | Elite Build (Field-Tested),G1809208D043004
1848,AWP | Elite Build (Well-Worn),G1809208D043004
1849,AWP | Elite Build (Battle-Scarred),G1809208D043004
1850,AWP | Man-o'-war (Factory New),G1809208B033004
1851,AWP | Man-o'-war (Minimal Wear),G1809208B033004
1852,AWP | Man-o'-war (Field-Tested),G1809208B033004
1853,AWP | Man-o'-war (Well-Worn),G1809208B033004
1854,AWP | Man-o'-war (Battle-Scarred),G1809208B033004
1855,AWP | Neo-Noir (Factory New),G180920A3063004
1856,AWP | Neo-Noir (Minimal Wear),G180920A3063004
1857,AWP | Neo-Noir (Field-Tested),G180920A3063004
1858,AWP | Neo-Noir (Well-Worn),G180920A3063004
1859,AWP | Neo-Noir (Battle-Scarred),G180920A3063004
1860,AWP | Oni Taiji (Factory New),G18092096053004
1861,AWP | Oni Taiji (Minimal Wear),G18092096053004
1862,AWP | Oni Taiji (Field-Tested),G18092096053004
1863,AWP | Oni Taiji (Well-Worn),G18092096053004
1864,AWP | Oni Taiji (Battle-Scarred),G18092096053004
1865,AWP | Pink DDPAT (Factory New),G180920543004
1866,AWP | Pink DDPAT (Minimal Wear),G180920543004
1867,AWP | Pink DDPAT (Field-Tested),G180920543004
1868,AWP | Pink DDPAT (Well-Worn),G180920543004
1869,AWP | Pink DDPAT (Battle-Scarred),G180920543004
1870,AWP | Redline (Factory New),G18092083023004
1871,AWP | Redline (Minimal Wear),G18092083023004
1872,AWP | Redline (Field-Tested),G18092083023004
1873,AWP | Redline (Well-Worn),G18092083023004
1874,AWP | Redline (Battle-Scarred),G18092083023004
1875,AWP | Atheris (Factory New),G180920C6063004
1876,AWP | Atheris (Minimal Wear),G180920C6063004
1877,AWP | Atheris (Field-Tested),G180920C6063004
1878,AWP | Atheris (Well-Worn),G180920C6063004
1879,AWP | Atheris (Battle-Scarred),G180920C6063004
1880,AWP | Snake Camo (Factory New),G1809201E3004
1881,AWP | Snake Camo (Minimal Wear),G1809201E3004
1882,AWP | Snake Camo (Field-Tested),G1809201E3004
1883,AWP | Snake Camo (Well-Worn),G1809201E3004
1884,AWP | Snake Camo (Battle-Scarred),G1809201E3004
1885,CZ75-Auto | Emerald Quartz (Factory New),G183F20DB063004
1886,CZ75-Auto | Emerald Quartz (Minimal Wear),G183F20DB063004
1887,CZ75-Auto | Emerald Quartz (Field-Tested),G183F20DB063004
1888,CZ75-Auto | Emerald Quartz (Well-Worn),G183F20DB063004
1889,CZ75-Auto | Emerald Quartz (Battle-Scarred),G183F20DB063004
1890,CZ75-Auto | Indigo (Factory New),G183F20CD023004
1891,CZ75-Auto | Indigo (Minimal Wear),G183F20CD023004
1892,CZ75-Auto | Indigo (Field-Tested),G183F20CD023004
1893,CZ75-Auto | Indigo (Well-Worn),G183F20CD023004
1894,CZ75-Auto | Indigo (Battle-Scarred),G183F20CD023004
1895,AWP | Pit Viper (Factory New),G180920FB013004
1896,AWP | Pit Viper (Minimal Wear),G180920FB013004
1897,AWP | Pit Viper (Field-Tested),G180920FB013004
1898,AWP | Pit Viper (Well-Worn),G180920FB013004
1899,AWP | Pit Viper (Battle-Scarred),G180920FB013004
1900,CZ75-Auto | Yellow Jacket (Factory New),G183F20DC033004
1901,CZ75-Auto | Yellow Jacket (Minimal Wear),G183F20DC033004
1902,CZ75-Auto | Yellow Jacket (Field-Tested),G183F20DC033004
1903,CZ75-Auto | Yellow Jacket (Well-Worn),G183F20DC033004
1904,CZ75-Auto | Yellow Jacket (Battle-Scarred),G183F20DC033004
1905,CZ75-Auto | Distressed (Factory New),G183F20B0073004
1906,CZ75-Auto | Distressed (Minimal Wear),G183F20B0073004
1907,CZ75-Auto | Distressed (Field-Tested),G183F20B0073004
1908,CZ75-Auto | Distressed (Well-Worn),G183F20B0073004
1909,CZ75-Auto | Distressed (Battle-Scarred),G183F20B0073004
1910,CZ75-Auto | Imprint (Factory New),G183F20DA043004
1911,CZ75-Auto | Imprint (Minimal Wear),G183F20DA043004
1912,CZ75-Auto | Imprint (Field-Tested),G183F20DA043004
1913,CZ75-Auto | Imprint (Well-Worn),G183F20DA043004
1914,CZ75-Auto | Imprint (Battle-Scarred),G183F20DA043004
1915,CZ75-Auto | Polymer (Factory New),G183F20EE043004
1916,CZ75-Auto | Polymer (Minimal Wear),G183F20EE043004
1917,CZ75-Auto | Polymer (Field-Tested),G183F20EE043004
1918,CZ75-Auto | Polymer (Well-Worn),G183F20EE043004
1919,CZ75-Auto | Polymer (Battle-Scarred),G183F20EE043004
1920,CZ75-Auto | Victoria (Factory New),G183F208E023004
1921,CZ75-Auto | Victoria (Minimal Wear),G183F208E023004
1922,CZ75-Auto | Victoria (Field-Tested),G183F208E023004
1923,CZ75-Auto | Victoria (Well-Worn),G183F208E023004
1924,CZ75-Auto | Victoria (Battle-Scarred),G183F208E023004
1925,CZ75-Auto | Xiangliu (Factory New),G183F2083053004
1926,CZ75-Auto | Xiangliu (Minimal Wear),G183F2083053004
1927,CZ75-Auto | Xiangliu (Field-Tested),G183F2083053004
1928,CZ75-Auto | Xiangliu (Well-Worn),G183F2083053004
1929,CZ75-Auto | Xiangliu (Battle-Scarred),G183F2083053004
1930,Desert Eagle | Kumicho Dragon (Factory New),G1801208F043004
1931,Desert Eagle | Kumicho Dragon (Minimal Wear),G1801208F043004
1932,Desert Eagle | Kumicho Dragon (Field-Tested),G1801208F043004
1933,Desert Eagle | Kumicho Dragon (Well-Worn),G1801208F043004
1934,Desert Eagle | Kumicho Dragon (Battle-Scarred),G1801208F043004
1935,CZ75-Auto | Vendetta (Factory New),G183F20D0073004
1936,CZ75-Auto | Vendetta (Minimal Wear),G183F20D0073004
1937,CZ75-Auto | Vendetta (Field-Tested),G183F20D0073004
1938,CZ75-Auto | Vendetta (Well-Worn),G183F20D0073004
1939,CZ75-Auto | Vendetta (Battle-Scarred),G183F20D0073004
1940,Desert Eagle | Bronze Deco (Factory New),G180120A9033004
1941,Desert Eagle | Bronze Deco (Minimal Wear),G180120A9033004
1942,Desert Eagle | Bronze Deco (Field-Tested),G180120A9033004
1943,Desert Eagle | Bronze Deco (Well-Worn),G180120A9033004
1944,Desert Eagle | Bronze Deco (Battle-Scarred),G180120A9033004
1945,Desert Eagle | Corinthian (Factory New),G180120FD033004
1946,Desert Eagle | Corinthian (Minimal Wear),G180120FD033004
1947,Desert Eagle | Corinthian (Field-Tested),G180120FD033004
1948,Desert Eagle | Corinthian (Well-Worn),G180120FD033004
1949,Desert Eagle | Corinthian (Battle-Scarred),G180120FD033004
1950,CZ75-Auto | Twist (Factory New),G183F20CE023004
1951,CZ75-Auto | Twist (Minimal Wear),G183F20CE023004
1952,CZ75-Auto | Twist (Field-Tested),G183F20CE023004
1953,CZ75-Auto | Twist (Well-Worn),G183F20CE023004
1954,CZ75-Auto | Twist (Battle-Scarred),G183F20CE023004
1955,Desert Eagle | Naga (Factory New),G1801208D033004
1956,Desert Eagle | Naga (Minimal Wear),G1801208D033004
1957,Desert Eagle | Naga (Field-Tested),G1801208D033004
1958,Desert Eagle | Naga (Well-Worn),G1801208D033004
1959,Desert Eagle | Naga (Battle-Scarred),G1801208D033004
1960,Desert Eagle | Night (Factory New),G180120283004
1961,Desert Eagle | Night (Minimal Wear),G180120283004
1962,Desert Eagle | Night (Field-Tested),G180120283004
1963,Desert Eagle | Night (Well-Worn),G180120283004
1964,Desert Eagle | Night (Battle-Scarred),G180120283004
1965,Desert Eagle | Ocean Drive (Factory New),G180120C2083004
1966,Desert Eagle | Ocean Drive (Minimal Wear),G180120C2083004
1967,Desert Eagle | Ocean Drive (Field-Tested),G180120C2083004
1968,Desert Eagle | Ocean Drive (Well-Worn),G180120C2083004
1969,Desert Eagle | Ocean Drive (Battle-Scarred),G180120C2083004
1970,Desert Eagle | Printstream (Factory New),G180120C2073004
1971,Desert Eagle | Printstream (Minimal Wear),G180120C2073004
1972,Desert Eagle | Printstream (Field-Tested),G180120C2073004
1973,Desert Eagle | Printstream (Well-Worn),G180120C2073004
1974,Desert Eagle | Printstream (Battle-Scarred),G180120C2073004
1975,Dual Berettas | Cobra Strike (Factory New),G18022092053004
1976,Dual Berettas | Cobra Strike (Minimal Wear),G18022092053004
1977,Dual Berettas | Cobra Strike (Field-Tested),G18022092053004
1978,Dual Berettas | Cobra Strike (Well-Worn),G18022092053004
1979,Dual Berettas | Cobra Strike (Battle-Scarred),G18022092053004
1980,Desert Eagle | Mudder (Factory New),G1801205A3004
1981,Desert Eagle | Mudder (Minimal Wear),G1801205A3004
1982,Desert Eagle | Mudder (Field-Tested),G1801205A3004
1983,Desert Eagle | Mudder (Well-Worn),G1801205A3004
1984,Desert Eagle | Mudder (Battle-Scarred),G1801205A3004
1985,Dual Berettas | Marina (Factory New),G18022085023004
1986,Dual Berettas | Marina (Minimal Wear),G18022085023004
1987,Dual Berettas | Marina (Field-Tested),G18022085023004
1988,Dual Berettas | Marina (Well-Worn),G18022085023004
1989,Dual Berettas | Marina (Battle-Scarred),G18022085023004
1990,FAMAS | Contrast Spray (Factory New),G180A20163004
1991,FAMAS | Contrast Spray (Minimal Wear),G180A20163004
1992,FAMAS | Contrast Spray (Field-Tested),G180A20163004
1993,FAMAS | Contrast Spray (Well-Worn),G180A20163004
1994,FAMAS | Contrast Spray (Battle-Scarred),G180A20163004
1995,Desert Eagle | Trigger Discipline (Factory New),G1801209A083004
1996,Desert Eagle | Trigger Discipline (Minimal Wear),G1801209A083004
1997,Desert Eagle | Trigger Discipline (Field-Tested),G1801209A083004
1998,Desert Eagle | Trigger Discipline (Well-Worn),G1801209A083004
1999,Desert Eagle | Trigger Discipline (Battle-Scarred),G1801209A083004
2000,Desert Eagle | Urban Rubble (Factory New),G180120ED013004
2001,Desert Eagle | Urban Rubble (Minimal Wear),G180120ED013004
2002,Desert Eagle | Urban Rubble (Field-Tested),G180120ED013004
2003,Desert Eagle | Urban Rubble (Well-Worn),G180120ED013004
2004,Desert Eagle | Urban Rubble (Battle-Scarred),G180120ED013004
2005,Dual Berettas | Dualing Dragons (Factory New),G180220EB033004
2006,Dual Berettas | Dualing Dragons (Minimal Wear),G180220EB033004
2007,Dual Berettas | Dualing Dragons (Field-Tested),G180220EB033004
2008,Dual Berettas | Dualing Dragons (Well-Worn),G180220EB033004
2009,Dual Berettas | Dualing Dragons (Battle-Scarred),G180220EB033004
2010,FAMAS | Sergeant (Factory New),G180A20A0023004
2011,FAMAS | Sergeant (Minimal Wear),G180A20A0023004
2012,FAMAS | Sergeant (Field-Tested),G180A20A0023004
2013,FAMAS | Sergeant (Well-Worn),G180A20A0023004
2014,FAMAS | Sergeant (Battle-Scarred),G180A20A0023004
2015,Dual Berettas | Stained (Factory New),G1802202B3004
2016,Dual Berettas | Stained (Minimal Wear),G1802202B3004
2017,Dual Berettas | Stained (Field-Tested),G1802202B3004
2018,Dual Berettas | Stained (Well-Worn),G1802202B3004
2019,Dual Berettas | Stained (Battle-Scarred),G1802202B3004
2020,FAMAS | Faulty Wiring (Factory New),G180A20AA083004
2021,FAMAS | Faulty Wiring (Minimal Wear),G180A20AA083004
2022,FAMAS | Faulty Wiring (Field-Tested),G180A20AA083004
2023,FAMAS | Faulty Wiring (Well-Worn),G180A20AA083004
2024,FAMAS | Faulty Wiring (Battle-Scarred),G180A20AA083004
2025,Five-SeveN | Flame Test (Factory New),G180320B5053004
2026,Five-SeveN | Flame Test (Minimal Wear),G180320B5053004
2027,Five-SeveN | Flame Test (Field-Tested),G180320B5053004
2028,Five-SeveN | Flame Test (Well-Worn),G180320B5053004
2029,Five-SeveN | Flame Test (Battle-Scarred),G180320B5053004
2030,Five-SeveN | Orange Peel (Factory New),G1803208D013004
2031,Five-SeveN | Orange Peel (Minimal Wear),G1803208D013004
2032,Five-SeveN | Orange Peel (Field-Tested),G1803208D013004
2033,Five-SeveN | Orange Peel (Well-Worn),G1803208D013004
2034,Five-SeveN | Orange Peel (Battle-Scarred),G1803208D013004
2035,Five-SeveN | Retrobution (Factory New),G180320FE033004
2036,Five-SeveN | Retrobution (Minimal Wear),G180320FE033004
2037,Five-SeveN | Retrobution (Field-Tested),G180320FE033004
2038,Five-SeveN | Retrobution (Well-Worn),G180320FE033004
2039,Five-SeveN | Retrobution (Battle-Scarred),G180320FE033004
2040,Five-SeveN | Violent Daimyo (Factory New),G180320C9043004
2041,Five-SeveN | Violent Daimyo (Minimal Wear),G180320C9043004
2042,Five-SeveN | Violent Daimyo (Field-Tested),G180320C9043004
2043,Five-SeveN | Violent Daimyo (Well-Worn),G180320C9043004
2044,Five-SeveN | Violent Daimyo (Battle-Scarred),G180320C9043004
2045,Five-SeveN | Silver Quartz (Factory New),G180320FC013004
2046,Five-SeveN | Silver Quartz (Minimal Wear),G180320FC013004
2047,Five-SeveN | Silver Quartz (Field-Tested),G180320FC013004
2048,Five-SeveN | Silver Quartz (Well-Worn),G180320FC013004
2049,Five-SeveN | Silver Quartz (Battle-Scarred),G180320FC013004
2050,StatTrak™ PP-Bizon | Osiris (Factory New),G181A20DD023004
2051,StatTrak™ PP-Bizon | Osiris (Minimal Wear),G181A20DD023004
2052,StatTrak™ PP-Bizon | Osiris (Field-Tested),G181A20DD023004
2053,StatTrak™ PP-Bizon | Osiris (Well-Worn),G181A20DD023004
2054,StatTrak™ PP-Bizon | Osiris (Battle-Scarred),G181A20DD023004
2055,StatTrak™ SCAR-20 | Poultrygeist (Factory New),G182620F3083004
2056,StatTrak™ SCAR-20 | Poultrygeist (Minimal Wear),G182620F3083004
2057,StatTrak™ SCAR-20 | Poultrygeist (Field-Tested),G182620F3083004
2058,StatTrak™ SCAR-20 | Poultrygeist (Well-Worn),G182620F3083004
2059,StatTrak™ SCAR-20 | Poultrygeist (Battle-Scarred),G182620F3083004
2060,StatTrak™ SCAR-20 | Crimson Web (Factory New),G182620E8013004
2061,StatTrak™ SCAR-20 | Crimson Web (Minimal Wear),G182620E8013004
2062,StatTrak™ SCAR-20 | Crimson Web (Field-Tested),G182620E8013004
2063,StatTrak™ SCAR-20 | Crimson Web (Well-Worn),G182620E8013004
2064,StatTrak™ SCAR-20 | Crimson Web (Battle-Scarred),G182620E8013004
2065,FAMAS | Mecha Industries (Factory New),G180A20F2043004
2066,FAMAS | Mecha Industries (Minimal Wear),G180A20F2043004
2067,FAMAS | Mecha Industries (Field-Tested),G180A20F2043004
2068,FAMAS | Mecha Industries (Well-Worn),G180A20F2043004
2069,FAMAS | Mecha Industries (Battle-Scarred),G180A20F2043004
2070,StatTrak™ SCAR-20 | Torn (Factory New),G18262080073004
2071,StatTrak™ SCAR-20 | Torn (Minimal Wear),G18262080073004
2072,StatTrak™ SCAR-20 | Torn (Field-Tested),G18262080073004
2073,StatTrak™ SCAR-20 | Torn (Well-Worn),G18262080073004
2074,StatTrak™ SCAR-20 | Torn (Battle-Scarred),G18262080073004
2075,Five-SeveN | Forest Night (Factory New),G1803204E3004
2076,Five-SeveN | Forest Night (Minimal Wear),G1803204E3004
2077,Five-SeveN | Forest Night (Field-Tested),G1803204E3004
2078,Five-SeveN | Forest Night (Well-Worn),G1803204E3004
2079,Five-SeveN | Forest Night (Battle-Scarred),G1803204E3004
2080,StatTrak™ SG 553 | Wave Spray (Factory New),G182720BA013004
2081,StatTrak™ SG 553 | Wave Spray (Minimal Wear),G182720BA013004
2082,StatTrak™ SG 553 | Wave Spray (Field-Tested),G182720BA013004
2083,StatTrak™ SG 553 | Wave Spray (Well-Worn),G182720BA013004
2084,StatTrak™ SG 553 | Wave Spray (Battle-Scarred),G182720BA013004
2085,StatTrak™ SG 553 | Triarch (Factory New),G182720E5043004
2086,StatTrak™ SG 553 | Triarch (Minimal Wear),G182720E5043004
2087,StatTrak™ SG 553 | Triarch (Field-Tested),G182720E5043004
2088,StatTrak™ SG 553 | Triarch (Well-Worn),G182720E5043004
2089,StatTrak™ SG 553 | Triarch (Battle-Scarred),G182720E5043004
2090,StatTrak™ SSG 08 | Turbo Peek (Factory New),G182820CD083004
2091,StatTrak™ SSG 08 | Turbo Peek (Minimal Wear),G182820CD083004
2092,StatTrak™ SSG 08 | Turbo Peek (Field-Tested),G182820CD083004
2093,StatTrak™ SSG 08 | Turbo Peek (Well-Worn),G182820CD083004
2094,StatTrak™ SSG 08 | Turbo Peek (Battle-Scarred),G182820CD083004
2095,Dual Berettas | Melondrama (Factory New),G180220E6083004
2096,Dual Berettas | Melondrama (Minimal Wear),G180220E6083004
2097,Dual Berettas | Melondrama (Field-Tested),G180220E6083004
2098,Dual Berettas | Melondrama (Well-Worn),G180220E6083004
2099,Dual Berettas | Melondrama (Battle-Scarred),G180220E6083004
2100,FAMAS | Roll Cage (Factory New),G180A20DC043004
2101,FAMAS | Roll Cage (Minimal Wear),G180A20DC043004
2102,FAMAS | Roll Cage (Field-Tested),G180A20DC043004
2103,FAMAS | Roll Cage (Well-Worn),G180A20DC043004
2104,FAMAS | Roll Cage (Battle-Scarred),G180A20DC043004
2105,Five-SeveN | Anodized Gunmetal (Factory New),G180320D2013004
2106,Five-SeveN | Anodized Gunmetal (Minimal Wear),G180320D2013004
2107,Five-SeveN | Anodized Gunmetal (Field-Tested),G180320D2013004
2108,Five-SeveN | Anodized Gunmetal (Well-Worn),G180320D2013004
2109,Five-SeveN | Anodized Gunmetal (Battle-Scarred),G180320D2013004
2110,Dual Berettas | Royal Consorts (Factory New),G180220F1043004
2111,Dual Berettas | Royal Consorts (Minimal Wear),G180220F1043004
2112,Dual Berettas | Royal Consorts (Field-Tested),G180220F1043004
2113,Dual Berettas | Royal Consorts (Well-Worn),G180220F1043004
2114,Dual Berettas | Royal Consorts (Battle-Scarred),G180220F1043004
2115,FAMAS | Crypsis (Factory New),G180A20C3063004
2116,FAMAS | Crypsis (Minimal Wear),G180A20C3063004
2117,FAMAS | Crypsis (Field-Tested),G180A20C3063004
2118,FAMAS | Crypsis (Well-Worn),G180A20C3063004
2119,FAMAS | Crypsis (Battle-Scarred),G180A20C3063004
2120,FAMAS | ZX Spectron (Factory New),G180A20C4083004
